episode,reward,avg_loss,epsilon
54,38.0,0.008243701353326048,0.7628626641409962
55,23.0,0.009462718948033516,0.7590483508202912
56,14.0,0.010296505343701159,0.7552531090661897
57,32.0,0.011711760460457299,0.7514768435208588
58,12.0,0.01480423822067678,0.7477194593032545
59,9.0,0.014895092644211318,0.7439808620067382
60,17.0,0.015044696875573957,0.7402609576967045
61,12.0,0.022458710668918986,0.736559652908221
62,24.0,0.018795611860696226,0.7328768546436799
63,32.0,0.0268311145628104,0.7292124703704616
64,30.0,0.028986456307272115,0.7255664080186093
65,27.0,0.03744617894429852,0.7219385759785162
66,12.0,0.03980284067802131,0.7183288830986236
67,34.0,0.0356375485768213,0.7147372386831305
68,20.0,0.03795326258987188,0.7111635524897149
69,26.0,0.045520503217211135,0.7076077347272662
70,20.0,0.044149680389091374,0.7040696960536299
71,13.0,0.0373881753677359,0.7005493475733617
72,16.0,0.04907813764293678,0.697046600835495
73,24.0,0.05001165880821645,0.6935613678313175
74,16.0,0.06361446669325233,0.6900935609921609
75,9.0,0.049667822300559945,0.6866430931872001
76,38.0,0.061024838494823166,0.6832098777212641
77,35.0,0.07289137089891093,0.6797938283326578
78,14.0,0.07031468168965407,0.6763948591909945
79,11.0,0.07335113048214804,0.6730128848950395
80,67.0,0.0769974757819923,0.6696478204705644
81,17.0,0.0751239062177346,0.6662995813682115
82,15.0,0.09620770501593749,0.6629680834613705
83,19.0,0.0796323973489435,0.6596532430440636
84,105.0,0.08788777713974318,0.6563549768288433
85,70.0,0.09760006257732,0.653073201944699
86,44.0,0.09041532334363596,0.6498078359349755
87,13.0,0.06192749731529217,0.6465587967553006
88,36.0,0.1168481227165709,0.6433260027715241
89,11.0,0.07386709046973423,0.6401093727576664
90,70.0,0.11439313364348241,0.6369088258938781
91,116.0,0.11396598639689258,0.6337242817644086
92,101.0,0.12195830638197684,0.6305556603555866
93,60.0,0.12955533675849437,0.6274028820538087
94,26.0,0.10076527791814162,0.6242658676435396
95,159.0,0.14050937948291595,0.6211445383053219
96,42.0,0.15279963532728807,0.6180388156137953
97,40.0,0.15033875121735035,0.6149486215357263
98,61.0,0.1450104396942942,0.6118738784280476
99,61.0,0.1493906086066463,0.6088145090359074
100,59.0,0.1425344125225635,0.6057704364907278
101,44.0,0.17597443417815323,0.6027415843082742
102,21.0,0.18900235094839618,0.5997278763867329
103,24.0,0.15498824790120125,0.5967292370047992
104,46.0,0.16997799649834633,0.5937455908197752
105,78.0,0.16528478283912706,0.5907768628656763
106,19.0,0.15619022139397107,0.5878229785513479
107,54.0,0.1757674426254299,0.5848838636585911
108,41.0,0.15896682182281482,0.5819594443402982
109,12.0,0.18410787669320902,0.5790496471185967
110,269.0,0.18141082087081603,0.5761543988830038
111,11.0,0.1729097423905676,0.5732736268885887
112,104.0,0.18506557741560614,0.5704072587541458
113,36.0,0.18126221373677254,0.567555222460375
114,162.0,0.1995250926192068,0.5647174463480732
115,199.0,0.20765921928400372,0.5618938591163328
116,68.0,0.2269010382348343,0.5590843898207511
117,34.0,0.21103343904456673,0.5562889678716474
118,44.0,0.24041848600080068,0.5535075230322891
119,116.0,0.2160073812199949,0.5507399854171277
120,52.0,0.2891705621105547,0.547986285490042
121,56.0,0.2422212938877887,0.5452463540625918
122,50.0,0.26484152138233186,0.5425201222922789
123,110.0,0.23759303061630238,0.5398075216808175
124,17.0,0.24821252271752148,0.5371084840724134
125,93.0,0.2467808739372319,0.5344229416520513
126,54.0,0.2743525096146321,0.531750826943791
127,45.0,0.2153810257713,0.5290920728090721
128,38.0,0.2406448080253444,0.5264466124450268
129,68.0,0.26354693917228894,0.5238143793828016
130,56.0,0.25775927205436994,0.5211953074858876
131,43.0,0.2322230889180372,0.5185893309484582
132,19.0,0.31271802379112495,0.5159963842937159
133,41.0,0.26192901899084087,0.5134164023722473
134,68.0,0.2712023352848037,0.510849320360386
135,21.0,0.24657328009960197,0.5082950737585841
136,48.0,0.2818022737434755,0.5057535983897912
137,87.0,0.2610236491108763,0.5032248303978422
138,56.0,0.2939377043263188,0.500708706245853
139,114.0,0.30167911233576505,0.4982051627146237
140,18.0,0.2922918326738808,0.49571413690105054
141,18.0,0.2947757001966238,0.4932355662165453
142,154.0,0.3036399301286642,0.4907693883854626
143,17.0,0.4090746233568472,0.4883155414435353
144,46.0,0.3683006525768534,0.4858739637363176
145,107.0,0.3404307099772948,0.483444593917636
146,58.0,0.33670629474238073,0.4810273709480478
147,15.0,0.3319623058040937,0.47862223409330756
148,209.0,0.3321282260017425,0.47622912292284103
149,283.0,0.3477149935070649,0.4738479773082268
150,137.0,0.32812220703837647,0.47147873742168567
151,116.0,0.38006335434279054,0.46912134373457726
152,19.0,0.4641993839881922,0.46677573701590436
153,127.0,0.36917998688662146,0.46444185833082485
154,195.0,0.3798160929805957,0.46211964903917074
155,118.0,0.3802832540014159,0.4598090507939749
156,139.0,0.3598992695643319,0.457510005540005
157,158.0,0.3479044338676465,0.45522245551230495
158,13.0,0.20875510996064314,0.4529463432347434
159,232.0,0.37833776963063803,0.4506816115185697
160,16.0,0.41470373468473554,0.4484282034609769
161,16.0,0.41395529150031507,0.446186062443672
162,10.0,0.4929114893078804,0.4439551321314536
163,13.0,0.3728102861115566,0.4417353564707963
164,82.0,0.41159264450302213,0.43952667968844233
165,172.0,0.34237332012894195,0.43732904629000013
166,11.0,0.365829620171677,0.4351424010585501
167,91.0,0.3665591722026795,0.43296668905325736
168,183.0,0.4259281062872195,0.43080185560799106
169,22.0,0.42120408901775425,0.4286478463299511
170,13.0,0.3913979690808516,0.42650460709830135
171,14.0,0.282013059327645,0.42437208406280985
172,28.0,0.40614756170128075,0.4222502236424958
173,318.0,0.40190010819783284,0.42013897252428334
174,17.0,0.4089085383559851,0.4180382776616619
175,19.0,0.5569766266271472,0.4159480862733536
176,227.0,0.42620462734285036,0.41386834584198684
177,11.0,0.4724157030948184,0.4117990041127769
178,289.0,0.41354529692704395,0.40974000909221303
179,15.0,0.3463177571694056,0.40769130904675194
180,211.0,0.40268703196109473,0.40565285250151817
181,348.0,0.43883658022266525,0.4036245882390106
182,205.0,0.43283208528215567,0.4016064652978155
183,31.0,0.4011692883627069,0.3995984329713264
184,9.0,0.46502145296997494,0.3976004408064698
185,107.0,0.4395075703440147,0.39561243860243744
186,248.0,0.4168354079818293,0.3936343764094253
187,214.0,0.4213049775163565,0.39166620452737816
188,42.0,0.3285791262363394,0.3897078735047413
189,58.0,0.47672125732461956,0.3877593341372176
190,40.0,0.44382609012536706,0.3858205374665315
191,183.0,0.36114734300295187,0.38389143477919885
192,178.0,0.3384239835078629,0.3819719776053028
193,195.0,0.39190672554362277,0.3800621177172763
194,68.0,0.3606587023994721,0.37816180712868996
195,14.0,0.3590771732851863,0.37627099809304654
196,18.0,0.36278508365568185,0.3743896431025813
197,185.0,0.36568471865376106,0.37251769488706843
198,9.0,0.5391940671122737,0.3706551064126331
199,24.0,0.4055976748156051,0.36880183088056995
200,180.0,0.37873159343273277,0.3669578217261671
201,249.0,0.416810170825885,0.36512303261753626
202,167.0,0.4099117598557722,0.3632974174544486
203,13.0,0.3586324370251252,0.3614809303671764
204,270.0,0.4117103420473911,0.3596735257153405
205,249.0,0.36062451989116917,0.3578751580867638
206,188.0,0.3966396197260536,0.35608578229633
207,23.0,0.339112294351925,0.3543053533848483
208,209.0,0.3893837148867298,0.35253382661792404
209,19.0,0.41453710678768785,0.3507711574848344
210,371.0,0.3532718557769036,0.34901730169741024
211,22.0,0.35620529555969616,0.3472722151889232
212,19.0,0.5519120736341727,0.3455358541129786
213,170.0,0.3252793204532388,0.3438081748424137
214,29.0,0.3083459214660628,0.3420891339682016
215,31.0,0.4467416176752698,0.3403786882983606
216,39.0,0.40170169067688477,0.3386767948568688
217,170.0,0.3696605714804986,0.33698341088258443
218,152.0,0.44607094705325406,0.3352984938281715
219,42.0,0.41216052955548677,0.33362200135903064
220,203.0,0.41260371555395314,0.33195389135223546
221,12.0,0.4747351746385296,0.3302941218954743
222,28.0,0.4912730793335608,0.32864265128599696
223,57.0,0.3784424515865874,0.326999438029567
224,28.0,0.38776360378999797,0.3253644408394192
225,81.0,0.39749333998303354,0.3237376186352221
226,25.0,0.29139192305505274,0.322118930542046
227,104.0,0.3857928968500346,0.32050833588933575
228,11.0,0.5296679521826181,0.31890579420988907
229,246.0,0.4026845347598135,0.3173112652388396
230,27.0,0.4852718534292998,0.3157247089126454
231,181.0,0.36473124846816063,0.3141460853680822
232,17.0,0.4179869754349484,0.3125753549412418
233,313.0,0.36318747117853584,0.31101247816653554
234,32.0,0.4176638698554598,0.30945741577570285
235,37.0,0.2992856928927673,0.3079101286968243
236,55.0,0.47941712378100915,0.3063705780533402
237,182.0,0.34793606722358983,0.30483872516307353
238,25.0,0.4649944512918591,0.3033145315372582
239,107.0,0.37321692467536605,0.3017979588795719
240,16.0,0.3325369988451712,0.30028896908517405
241,89.0,0.3263376147245591,0.2987875242397482
242,75.0,0.37930580830822386,0.29729358661854943
243,161.0,0.3775914126822019,0.29580711868545667
244,11.0,0.3462534064257687,0.2943280830920294
245,29.0,0.4456050281958847,0.29285644267656924
246,29.0,0.3328179170473896,0.2913921604631864
247,17.0,0.4341342360438669,0.28993519966087045
248,35.0,0.33788534285766736,0.2884855236625661
249,34.0,0.5663090721594498,0.28704309604425327
250,22.0,0.4346959700553932,0.285607880564032
251,164.0,0.4414514810039957,0.28417984116121187
252,121.0,0.3999993534189118,0.2827589419554058
253,100.0,0.47237261516042056,0.28134514724562876
254,138.0,0.4636921785920318,0.2799384215094006
255,58.0,0.37127415138971187,0.27853872940185365
256,57.0,0.41610807510452313,0.27714603575484437
257,15.0,0.292708601616323,0.2757603055760701
258,33.0,0.5059352883730422,0.2743815040481898
259,145.0,0.3771111444987614,0.2730095965279488
260,47.0,0.24522641745019466,0.27164454854530906
261,39.0,0.6079769735582746,0.2702863258025825
262,13.0,0.4939152725900595,0.2689348941735696
263,158.0,0.3603716882894735,0.26759021970270175
264,156.0,0.47739376084138757,0.2662522686041882
265,141.0,0.5197986312283216,0.2649210072611673
266,69.0,0.42271147306630574,0.26359640222486147
267,26.0,0.23303065284226948,0.26227842021373715
268,12.0,0.5871007745154202,0.2609670281126685
269,253.0,0.5793773775658912,0.25966219297210513
270,159.0,0.46357409805410876,0.2583638820072446
271,45.0,0.3429300742016898,0.2570720625972084
272,283.0,0.46146362145717645,0.25578670228422234
273,17.0,0.5059891567729852,0.25450776877280124
274,23.0,0.7174794670275372,0.2532352299289372
275,111.0,0.590589943174105,0.2519690537792925
276,156.0,0.4601202496769241,0.2507092085103961
277,125.0,0.5783543836288154,0.2494556624678441
278,29.0,0.44151482927002783,0.24820838415550486
279,204.0,0.49630386029899703,0.24696734223472733
280,136.0,0.6049681502764168,0.2457325055235537
281,133.0,0.4847815116671355,0.24450384299593592
282,41.0,0.6373609913876508,0.24328132378095624
283,16.0,0.7144301595399156,0.24206491716205145
284,156.0,0.5477467364040561,0.2408545925762412
285,25.0,0.8915500102564693,0.23965031961336
286,24.0,0.5925262236657242,0.2384520680152932
287,13.0,0.37272921218894994,0.23725980767521673
288,30.0,0.33773752946096164,0.23607350863684065
289,91.0,0.4624452077742707,0.23489314109365644
290,95.0,0.5436167463807291,0.23371867538818816
291,16.0,0.5193128100945614,0.23255008201124722
292,78.0,0.5682321259369835,0.231387331601191
293,111.0,0.49042830711885077,0.23023039494318503
294,115.0,0.6443893553527154,0.2290792429684691
295,108.0,0.6048408269071607,0.22793384675362674
296,20.0,0.6407028536777943,0.22679417751985861
297,34.0,0.34582091352957134,0.22566020663225933
298,30.0,0.7296160498944422,0.22453190559909803
299,26.0,0.5586167280562222,0.22340924607110255
300,25.0,1.0430525086075066,0.22229219984074702
301,23.0,0.45003064729921194,0.2211807388415433
302,105.0,0.5454212450023208,0.22007483514733558
303,17.0,0.5094737555174267,0.2189744609715989
304,86.0,0.549193752805031,0.2178795886667409
305,10.0,0.5383124036714435,0.2167901907234072
306,24.0,0.4041829513929163,0.21570623976979014
307,38.0,0.6432100049906263,0.21462770857094118
308,21.0,0.4138853704290731,0.21355457002808648
309,102.0,0.6095472367243001,0.21248679717794605
310,77.0,0.6375079781978161,0.21142436319205632
311,15.0,0.4854518925150236,0.21036724137609603
312,33.0,0.49162596373847034,0.20931540516921554
313,97.0,0.5804453644728691,0.20826882814336947
314,14.0,0.5453939579560289,0.20722748400265262
315,41.0,0.6325272402567107,0.20619134658263935
316,98.0,0.6539560094646806,0.20516038984972615
317,97.0,0.5803275334255136,0.2041345879004775
318,12.0,0.6287593180313706,0.2031139149609751
319,30.0,0.8885118053294718,0.20209834538617025
320,49.0,0.399306878067401,0.2010878536592394
321,101.0,0.5064711987345231,0.2000824143909432
322,15.0,0.7940619322781761,0.19908200231898848
323,93.0,0.6570504155931294,0.19808659230739353
324,39.0,0.5151437209584774,0.19709615934585656
325,30.0,0.5824711193020146,0.19611067854912728
326,43.0,0.7345405006997807,0.19513012515638165
327,37.0,0.4318985466568454,0.19415447453059972
328,100.0,0.5661949825845659,0.19318370215794672
329,29.0,0.40754335052494345,0.192217783647157
330,96.0,0.6502089139539748,0.1912566947289212
331,94.0,0.5913421483215023,0.1903004112552766
332,18.0,0.6165142891825073,0.18934890919900021
333,98.0,0.7385302882033343,0.18840216465300522
334,95.0,0.7914123393007015,0.18746015382974018
335,20.0,0.4226666231639683,0.1865228530605915
336,36.0,0.7710337411198351,0.18559023879528855
337,93.0,0.6466469929543555,0.1846622876013121
338,29.0,0.39540992863476276,0.18373897616330553
339,95.0,0.7225621528531375,0.182820281282489
340,39.0,0.5171617344499398,0.18190617987607657
341,95.0,0.6631362965134414,0.18099664897669618
342,17.0,0.6827868345905753,0.1800916657318127
343,37.0,0.7298480343274973,0.17919120740315364
344,96.0,0.6946084631878572,0.17829525136613786
345,42.0,1.0283204171185691,0.17740377510930716
346,19.0,0.47958648430281564,0.17651675623376062
347,44.0,0.8085117052436214,0.1756341724525918
348,50.0,0.7130069856159389,0.17475600159032884
349,99.0,0.6949373327684824,0.17388222158237718
350,33.0,0.783993537678863,0.1730128104744653
351,52.0,0.9880998305116708,0.17214774642209296
352,98.0,0.7482187005273085,0.1712870076899825
353,14.0,0.49132967221417595,0.17043057265153258
354,11.0,0.6470522889867425,0.16957841978827493
355,27.0,0.7416128867685243,0.16873052768933355
356,37.0,0.9061469447522147,0.1678868750508869
357,35.0,0.7573752554931811,0.16704744067563246
358,92.0,0.8821363209179885,0.1662122034722543
359,97.0,0.7299377757614267,0.16538114245489302
360,32.0,0.6863276791991666,0.16455423674261854
361,37.0,1.1105324916440893,0.16373146555890544
362,100.0,0.835583772175014,0.16291280823111093
363,15.0,0.9015548422932624,0.16209824418995536
364,33.0,0.5396811677086534,0.16128775296900558
365,32.0,0.8555015133752022,0.16048131420416054
366,43.0,0.9070411669306977,0.15967890763313974
367,21.0,1.3321253635166657,0.15888051309497406
368,33.0,0.7412805614823644,0.1580861105294992
369,11.0,0.8485806134783409,0.1572956799768517
370,38.0,0.6223226830020154,0.15650920157696743
371,12.0,1.0098540999460965,0.1557266555690826
372,31.0,0.5229909544089629,0.1549480222912372
373,38.0,0.9541378886880059,0.15417328217978102
374,13.0,0.5991256986386501,0.1534024157688821
375,61.0,1.1740104481272522,0.1526354036900377
376,60.0,0.7490314092331877,0.1518722266715875
377,26.0,0.8977093495643482,0.15111286553822956
378,15.0,0.8222404134770235,0.15035730121053842
379,61.0,0.9408742697207165,0.14960551470448571
380,29.0,1.0414325177091464,0.14885748713096328
381,25.0,0.770948892571032,0.14811319969530845
382,33.0,0.7500380319402074,0.1473726336968319
383,13.0,0.7051765319103231,0.14663577052834775
384,16.0,0.850260854465887,0.14590259167570602
385,15.0,1.103015498816967,0.1451730787173275
386,71.0,1.0834911052452427,0.14444721332374086
387,93.0,0.9905950057530596,0.14372497725712216
388,30.0,0.9609565334705015,0.14300635237083656
389,76.0,0.79478420657841,0.14229132060898236
390,46.0,1.0200553756895596,0.14157986400593744
391,35.0,1.0188494841169033,0.14087196468590776
392,64.0,1.025751592576853,0.14016760486247823
393,14.0,1.2292861922511034,0.13946676683816583
394,37.0,1.0057171477457962,0.138769433003975
395,45.0,0.8278382964432239,0.13807558583895513
396,70.0,0.9856096925480026,0.13738520790976036
397,30.0,0.8282064092345536,0.13669828187021155
398,42.0,1.0275021588562854,0.13601479046086049
399,78.0,0.9046374540059612,0.1353347165085562
400,42.0,0.9919431878342515,0.1346580429260134
401,14.0,0.8070908484182188,0.13398475271138335
402,81.0,0.8981238118384356,0.13331482894782642
403,98.0,0.8475645461442823,0.13264825480308728
404,79.0,0.931257409385488,0.13198501352907185
405,48.0,0.9756954812522357,0.1313250884614265
406,81.0,0.9695523348694415,0.13066846301911936
407,95.0,1.0851005871927268,0.13001512070402377
408,91.0,1.000933612645655,0.12936504510050365
409,33.0,1.3480005102006323,0.12871821987500112
410,73.0,0.9319705821522702,0.12807462877562611
411,48.0,1.1624159357355286,0.12743425563174798
412,35.0,1.297980252387268,0.12679708435358925
413,59.0,1.2010889783722616,0.1261630989318213
414,17.0,1.0326678820830935,0.1255322834371622
415,93.0,1.0545232894039283,0.12490462201997637
416,13.0,0.6893510607142861,0.1242800989098765
417,90.0,0.9610325544865594,0.12365869841532712
418,93.0,0.894811959857101,0.12304040492325048
419,56.0,1.0388587955718063,0.12242520289863423
420,47.0,0.9534828334135261,0.12181307688414106
421,36.0,1.0105442515212215,0.12120401149972035
422,86.0,0.8256124009508207,0.12059799144222175
423,94.0,1.2020632873210026,0.11999500148501063
424,13.0,1.3503370915467923,0.11939502647758558
425,34.0,1.0375994491555236,0.11879805134519765
426,13.0,1.06475407934676,0.11820406108847166
427,33.0,1.3168116296274643,0.1176130407830293
428,67.0,1.0473278920346898,0.11702497557911415
429,97.0,1.1280701056545235,0.11643985070121858
430,29.0,0.9500103647788537,0.11585765144771248
431,33.0,1.1392734718480797,0.11527836319047392
432,31.0,1.2455502231755564,0.11470197137452155
433,51.0,1.5586367557373118,0.11412846151764894
434,56.0,0.9624657799223704,0.1135578192100607
435,13.0,1.1219917580198784,0.11299003011401039
436,32.0,1.2811875591578428,0.11242507996344034
437,98.0,1.2197490548810028,0.11186295456362313
438,100.0,1.399534654598683,0.11130363979080501
439,92.0,1.2782801493860618,0.11074712159185099
440,67.0,1.178823317025802,0.11019338598389174
441,93.0,1.294504618121972,0.10964241905397228
442,98.0,1.1096637319697409,0.10909420695870241
443,38.0,0.8590792238859362,0.1085487359239089
444,44.0,1.1010952674021774,0.10800599224428936
445,32.0,0.7298235899652354,0.10746596228306791
446,96.0,1.1835511266544927,0.10692863247165257
447,88.0,1.0506585367680104,0.1063939893092943
448,47.0,1.3155307779286771,0.10586201936274783
449,97.0,1.365985540279485,0.10533270926593409
450,84.0,1.081358099688909,0.10480604571960442
451,95.0,0.9279669009835312,0.1042820154910064
452,96.0,1.2362189684063196,0.10376060541355137
453,89.0,1.0039957544002474,0.1032418023864836
454,17.0,0.6948000193737885,0.10272559337455119
455,31.0,1.3311674368357467,0.10221196540767843
456,59.0,1.256425723354569,0.10170090558064004
457,96.0,1.3035271148158547,0.10119240105273684
458,100.0,1.1552484830934555,0.10068643904747315
459,90.0,1.0944856529227562,0.10018300685223579
460,96.0,1.2382038461995155,0.0996820918179746
461,101.0,1.3967716700148465,0.09918368135888474
462,34.0,1.1897612295716125,0.09868776295209031
463,49.0,1.401133224748227,0.09819432413732986
464,41.0,1.5315986018991326,0.09770335251664321
465,16.0,1.286627795547247,0.09721483575406
466,58.0,1.3124606572412725,0.09672876157528969
467,23.0,1.074406230174329,0.09624511776741324
468,90.0,1.3750380371697246,0.09576389217857617
469,92.0,1.506189532233807,0.09528507271768329
470,75.0,1.1638904488583406,0.09480864735409487
471,100.0,1.2481273860670625,0.0943346041173244
472,16.0,1.3155659823678434,0.09386293109673778
473,60.0,1.2439391226197283,0.09339361644125409
474,37.0,1.2567908402935073,0.09292664835904782
475,96.0,1.2720928811177146,0.09246201511725258
476,41.0,1.3137456944848342,0.09199970504166631
477,92.0,1.2610625772048598,0.09153970651645797
478,97.0,1.2336094197673129,0.09108200798387568
479,34.0,1.4644878722508163,0.0906265979439563
480,65.0,1.2150140581795803,0.09017346495423652
481,20.0,1.4715822481550276,0.08972259762946533
482,77.0,1.3793163320726969,0.089273984641318
483,41.0,1.1086357844221155,0.0888276147181114
484,117.0,1.2841466142374098,0.08838347664452084
485,39.0,1.1362711545318747,0.08794155926129824
486,44.0,1.3572632452600042,0.08750185146499175
487,14.0,1.2093969914796097,0.08706434220766679
488,41.0,1.0864002629205949,0.08662902049662846
489,100.0,1.2997888176608832,0.08619587539414532
490,98.0,1.2743876717452491,0.08576489601717459
491,39.0,0.9774000198246003,0.08533607153708872
492,96.0,1.2643702731196147,0.08490939117940327
493,97.0,1.0350381501268633,0.08448484422350626
494,56.0,1.341022671682627,0.08406242000238873
495,74.0,1.033626017739644,0.08364210790237678
496,63.0,1.118480142309434,0.0832238973628649
497,84.0,1.284344168402077,0.08280777787605056
498,69.0,1.3197314023053732,0.08239373898667031
499,109.0,1.0924735475468252,0.08198177029173696
500,70.0,1.5660643579571374,0.08157186144027828
