,folds,cls_test_auc,cls_val_auc,cls_test_acc,cls_val_acc,site_test_auc,site_val_auc,site_test_acc,site_val_acc
0,0,0.6008527921193813,0.6182007925852341,0.10818713450292394,0.1071428571428571,0.4740691242528864,0.603395061728395,0.652046783625731,0.6488095238095238
