pl_name,hostname,discoverymethod,disc_year,pl_bmasse,pl_rade,pl_orbper,pl_eqt,st_teff,st_mass,sy_dist
WASP-193 b,WASP-193,Transit,2023,35.59678158,14.78464554,6.2463475,1250.0,6080.0,1.018,362.087
WASP-121 b,WASP-121,Transit,2016,371.85923619,19.52604438,1.27492504,2409.0,6628.0,1.33,269.898
TOI-178 b,TOI-178,Transit,2021,0.96,1.2,1.9145601,,4316.0,0.647,62.699
TOI-178 c,TOI-178,Transit,2021,4.64,1.754,3.238486,,4316.0,0.647,62.699
TOI-178 d,TOI-178,Transit,2021,5.2,2.695,6.557569,,4316.0,0.647,62.699
TOI-178 e,TOI-178,Transit,2021,3.48,2.301,9.96318,,4316.0,0.647,62.699
TOI-178 f,TOI-178,Transit,2021,5.63,2.417,15.23335,,4316.0,0.647,62.699
TOI-178 g,TOI-178,Transit,2021,4.4,2.939,20.71663,,4316.0,0.647,62.699
HD 80606 b,HD 80606,Radial Velocity,2001,1323.46926959,11.56766808,111.436765,,5565.0,1.05,66.4711
WASP-20 b,WASP-20,Transit,2015,,15.46839337,,1362.0,,,211.877
GJ 3090 b,GJ 3090,Transit,2022,4.52,2.18,2.85310198,723.0,3707.0,0.519,22.4751
GJ 3090 c,GJ 3090,Radial Velocity,2026,10.0,,15.9407,407.2,3707.0,0.519,22.4751
V1298 Tau b,V1298 Tau,Transit,2019,13.1,9.41,24.140006,666.0,4970.0,1.1,108.199
V1298 Tau c,V1298 Tau,Transit,2019,4.7,5.08,8.249164,953.0,4970.0,1.1,108.199
V1298 Tau d,V1298 Tau,Transit,2019,6.0,6.53,12.401394,831.0,4970.0,1.1,108.199
V1298 Tau e,V1298 Tau,Transit,2019,15.3,10.17,48.677714,527.0,4970.0,1.1,108.199
LP 791-18 c,LP 791-18,Transit,2019,7.16,2.488,4.98991,,2960.0,0.139,26.4927
LP 791-18 d,LP 791-18,Transit,2023,0.91,1.032,2.75485,,2960.0,0.139,26.4927
AU Mic b,AU Mic,Transit,2020,8.99,4.79,8.463446,554.8,3540.0,0.635,9.7221
AU Mic c,AU Mic,Transit,2021,14.46,2.79,18.859023,424.7,3540.0,0.635,9.7221
TOI-4336 A b,TOI-4336 A,Transit,2024,3.33,2.137,16.336351,309.4,3307.0,0.306,22.5455
TOI-4336 A c,TOI-4336 A,Transit,2026,1.55,1.251,7.587266,399.5,3307.0,0.306,22.5455
TOI-451 b,TOI-451,Transit,2020,4.7,1.84,1.8587033,1474.0,5490.0,0.93,123.739
TOI-451 c,TOI-451,Transit,2020,3.7,2.93,9.192463,865.0,5490.0,0.93,123.739
TOI-451 d,TOI-451,Transit,2020,10.2,3.93,16.364962,714.0,5490.0,0.93,123.739
WASP-107 b,WASP-107,Transit,2017,30.51152707,,5.7214876,,,,64.7414
WASP-107 c,WASP-107,Radial Velocity,2020,111.23994245,,1066.0,,,,64.7414
TOI-2431 b,TOI-2431,Transit,2026,6.2,1.534,0.22419578,2063.0,4109.0,0.661,36.0559
TOI-2076 b,TOI-2076,Transit,2021,6.7,2.59,10.35504,736.0,,0.849,41.9091
TOI-2076 c,TOI-2076,Transit,2021,7.2,3.54,21.01447,581.0,,0.849,41.9091
TOI-2076 d,TOI-2076,Transit,2021,7.3,3.27,35.12803,490.0,,0.849,41.9091
TOI-2076 e,TOI-2076,Transit,2025,4.7,1.301,3.0223753,1110.0,,0.849,41.9091
LHS 3844 b,LHS 3844,Transit,2019,2.37,1.286,0.462929709,816.0,3080.0,0.151,14.8846
TOI-2374 b,TOI-2374,Transit,2024,61.65871096,7.48759911,4.3136193,926.0,5002.0,0.802,134.655
GJ 1132 c,GJ 1132,Radial Velocity,2018,2.91,,8.929,,,0.198,12.613
HIP 41378 b,HIP 41378,Transit,2016,9.06,2.419,15.571893,970.67,6371.0,1.245,106.289
HIP 41378 c,HIP 41378,Transit,2016,6.53,2.505,31.70838,765.87,6371.0,1.245,106.289
HIP 41378 g,HIP 41378,Radial Velocity,2025,6.81,,64.067,,6371.0,1.245,106.289
HIP 41378 f,HIP 41378,Transit,2016,,,542.0797,,,,106.289
GJ 367 b,GJ 367,Transit,2021,0.503,0.736,0.3219226,1329.0,3535.0,0.451,9.41263
HD 60532 b,HD 60532,Radial Velocity,2008,336.8998,,201.9,,6245.0,1.5,25.9716
HD 60532 c,HD 60532,Radial Velocity,2008,797.7533,,600.1,,6245.0,1.5,25.9716
K2-228 b,K2-228,Transit,2018,,1.21,2.69828,914.0,4715.0,0.71,129.46
K2-229 c,K2-229,Transit,2018,,2.03,8.32727,750.0,5315.0,0.87,102.564
K2-162 b,K2-162,Transit,2018,,1.44,9.45889,631.0,4842.0,0.75,124.433
K2-224 b,K2-224,Transit,2018,,1.56,4.47904,1002.0,5620.0,0.91,275.255
K2-224 c,K2-224,Transit,2018,,2.41,10.09489,764.0,5620.0,0.91,275.255
CoRoT-20 c,CoRoT-20,Radial Velocity,2018,5403.11,,1675.0,,,1.14,844.061
CoRoT-20 b,CoRoT-20,Transit,2011,1366.669,,9.24285,,,1.14,844.061
CoRoT-7 b,CoRoT-7,Transit,2009,4.07660518,1.68135,0.85359163,,5275.0,0.82,159.906
WASP-71 b,WASP-71,Transit,2012,441.7837,13.22662,2.90367,,6050.0,0.76,362.715
BD-08 2823 b,BD-08 2823,Radial Velocity,2009,12.7132,,5.6,,4816.0,0.5,41.3342
HD 103197 b,HD 103197,Radial Velocity,2011,28.6047,,47.84,,5250.0,0.8,57.1463
HD 125595 b,HD 125595,Radial Velocity,2011,6.3566,,9.6737,,4691.0,0.29,28.1989
HD 134987 b,HD 134987,Radial Velocity,1999,511.7063,,258.17999,,5736.0,1.1,26.1804
HD 63765 b,HD 63765,Radial Velocity,2011,168.4499,,358.0,,5449.0,0.65,32.5376
Qatar-7 b,Qatar-7,Transit,2019,597.5204,19.0553,2.032046,2053.0,6387.0,1.409,705.981
HD 85390 b,HD 85390,Radial Velocity,2011,31.46517,,799.52,,5186.0,0.758,33.5225
EPIC 206024342 b,EPIC 206024342,Transit,2019,,1.7,4.50756,,,0.928,369.888
WASP-33 b,WASP-33,Transit,2010,665.21819,17.855937,1.21987,2781.7,7430.0,1.495,121.944
Kepler-1334 b,Kepler-1334,Transit,2016,,2.29,15.64591713,,5614.0,0.94,1223.04
WASP-126 b,WASP-126,Transit,2016,90.3,,3.28883,,5800.0,1.12,216.526
WASP-126 c,WASP-126,Transit Timing Variations,2019,64.2,,7.63,,5800.0,1.12,216.526
DMPP-1 e,DMPP-1,Radial Velocity,2019,4.13,,5.516,1314.0,6196.0,1.21,62.5388
Kepler-177 c,Kepler-177,Transit,2013,14.7,8.73,49.40926,,5732.0,0.921,1435.44
Kepler-177 b,Kepler-177,Transit,2013,5.84,3.5,36.8601,,5732.0,0.921,1435.44
WASP-150 b,WASP-150,Transit,2020,2688.8418,11.99363,5.644207,1460.0,6218.0,1.394,527.995
WASP-176 b,WASP-176,Transit,2020,271.74465,16.869545,3.899052,1721.0,5941.0,1.345,568.42
GJ 414 A b,GJ 414 A,Radial Velocity,2021,7.6,2.63,50.8,308.6,4120.0,0.65,11.8893
GJ 414 A c,GJ 414 A,Radial Velocity,2021,53.83,8.4,749.83,124.7,4120.0,0.65,11.8893
HD 90156 b,HD 90156,Radial Velocity,2011,17.98,,49.77,,5599.0,0.84,21.9496
HD 211403 b,HD 211403,Radial Velocity,2021,1760.76937478,,223.8,380.0,6273.0,1.2,83.0919
HD 97658 b,HD 97658,Radial Velocity,2010,8.3,2.12,9.4897116,751.0,5212.0,0.85,21.5618
EPIC 206024342 d,EPIC 206024342,Transit,2021,,2.6,14.647531,,5724.0,,369.888
EPIC 206024342 c,EPIC 206024342,Transit,2021,,1.4,0.911724,,5724.0,,369.888
K2-229 b,K2-229,Transit,2018,,1.0,0.584216,,5315.0,,102.564
pi Men d,HD 39091,Radial Velocity,2022,13.38,,124.64,,5998.0,1.07,18.2702
HD 29021 b,HD 29021,Radial Velocity,2017,1420.69297929,,1365.0,,,0.86,30.9939
CoRoT-7 d,CoRoT-7,Radial Velocity,2022,17.142,,8.966,,5250.0,0.915,159.906
TOI-2048 b,TOI-2048,Transit,2022,,2.61,13.79019,,5185.0,0.83,116.567
Kepler-454 c,Kepler-454,Radial Velocity,2015,1433.40611557,,524.19,,5687.0,1.03,230.869
Kepler-454 d,Kepler-454,Radial Velocity,2023,734.18362017,,4073.0,,5687.0,1.03,230.869
Kepler-37 b,Kepler-37,Transit,2013,0.79,0.3098,13.36702,718.0,5357.0,0.79,63.9207
Kepler-37 c,Kepler-37,Transit,2013,1.3,0.755,21.301848,615.0,5357.0,0.79,63.9207
Kepler-37 d,Kepler-37,Transit,2013,2.0,2.03,39.7922622,499.0,5357.0,0.79,63.9207
Kepler-78 b,Kepler-78,Transit,2013,1.68,1.201,0.35500745,2223.0,5058.0,0.779,124.376
Kepler-93 b,Kepler-93,Transit,2014,4.66,1.478,4.72673978,1133.0,5669.0,0.911,95.9115
Kepler-454 b,Kepler-454,Transit,2015,5.4,2.37,10.5737534,916.0,5687.0,1.03,230.869
GJ 1252 b,GJ 1252,Transit,2020,1.32,1.193,0.5182331,,3458.0,0.381,20.373
GJ 849 b,GJ 849,Radial Velocity,2006,283.82076745,,1925.31,,3467.0,0.45,8.80058
GJ 849 c,GJ 849,Radial Velocity,2014,314.65012293,,5990.0,,3467.0,0.45,8.80058
HIP 70849 b,HIP 70849,Radial Velocity,2011,1430.2278315,,3649.0,,,0.65,24.0572
HD 104067 b,HD 104067,Radial Velocity,2011,62.1,,55.851,,4952.0,0.82,20.3632
HD 104067 c,HD 104067,Radial Velocity,2024,13.2,,13.8992,,4952.0,0.82,20.3632
gam Cep b,gam Cep,Radial Velocity,2003,2097.6674862,,913.0,,4775.0,1.27,14.1024
TOI-815 b,TOI-815,Transit,2024,7.6,2.94,11.197259,686.0,4869.0,0.776,59.7117
TOI-815 c,TOI-815,Transit,2024,23.5,2.62,34.976145,469.0,4869.0,0.776,59.7117
HD 39091 b,HD 39091,Radial Velocity,2001,4481.3805387,,2088.8,,5998.0,1.07,18.2702
Kepler-10 b,Kepler-10,Transit,2011,3.24,1.47,0.8374907,2188.0,5708.0,0.91,185.506
Kepler-10 c,Kepler-10,Transit,2011,11.29,2.355,45.294301,579.0,5708.0,0.91,185.506
Kepler-10 d,Kepler-10,Radial Velocity,2023,12.0,,151.06,387.0,5708.0,0.91,185.506
pi Men c,HD 39091,Transit,2018,,2.0189,6.2678399,,5998.0,1.07,18.2702
TOI-5789 c,TOI-5789,Transit,2026,5.0,2.86,12.927748,718.0,5185.0,0.821,20.4581
TOI-5789 b,TOI-5789,Radial Velocity,2026,2.12,,2.76369,1201.0,5185.0,0.821,20.4581
TOI-5789 d,TOI-5789,Radial Velocity,2026,4.29,,29.65,545.0,5185.0,0.821,20.4581
TOI-5789 e,TOI-5789,Radial Velocity,2026,11.61,,62.98,424.0,5185.0,0.821,20.4581
LHS 1903 b,LHS 1903,Transit,2026,3.28,1.382,2.1555098,796.0,3664.0,0.538,35.6917
LHS 1903 c,LHS 1903,Transit,2026,4.55,2.046,6.226185,559.0,3664.0,0.538,35.6917
LHS 1903 d,LHS 1903,Transit,2026,5.96,2.5,12.566287,442.0,3664.0,0.538,35.6917
LHS 1903 e,LHS 1903,Transit,2026,5.79,1.732,29.31773,333.0,3664.0,0.538,35.6917
DMPP-2 c,DMPP-2,Radial Velocity,2026,51.79,,3.168,,,1.41,137.94
DMPP-2 d,DMPP-2,Radial Velocity,2026,91.79,,16.491,,,1.41,137.94
DMPP-6 b,DMPP-6,Radial Velocity,2026,5.8,,7.6027,,,1.079,54.6303
DMPP-6 c,DMPP-6,Radial Velocity,2026,13.47,,36.441,,,1.079,54.6303
DMPP-7 b,DMPP-7,Radial Velocity,2026,61.39,,4.984,,,1.09,101.386
DMPP-8 b,DMPP-8,Radial Velocity,2026,81.09,,62.915,,,0.99,76.1335
DMPP-9 b,DMPP-9,Radial Velocity,2026,14.43,,12.733,,,1.1,109.539
DMPP-1 b,DMPP-1,Radial Velocity,2019,16.8,,17.812,,,1.21,62.5388
DMPP-1 c,DMPP-1,Radial Velocity,2019,10.94,,10.03,,,1.21,62.5388
DMPP-1 d,DMPP-1,Radial Velocity,2019,4.72,,3.1417,,,1.21,62.5388
DMPP-2 b,DMPP-2,Radial Velocity,2019,171.48,,5.203,,,1.41,137.94
DMPP-3 A b,DMPP-3 A,Radial Velocity,2019,2.67,,5.59,,,0.9,46.8917
HD 181433 b,HD 181433,Radial Velocity,2008,7.22,,9.3745,,,0.86,26.8762
HD 181433 c,HD 181433,Radial Velocity,2008,235.5,,1018.5,,,0.86,26.8762
HD 181433 d,HD 181433,Radial Velocity,2008,206.91,,6896.1,,,0.86,26.8762
HD 39194 b,HD 39194,Radial Velocity,2021,4.62,,5.63692,,,0.86,26.4131
HD 39194 c,HD 39194,Radial Velocity,2021,7.49,,14.0309,,,0.86,26.4131
HD 39194 d,HD 39194,Radial Velocity,2021,5.16,,33.874,,,0.86,26.4131
HD 89839 b,HD 89839,Radial Velocity,2023,1196.9,,3391.2,,,1.21,57.3063
TOI-4552 b,TOI-4552,Transit,2026,1.83,1.11,0.30110032,1122.0,3258.0,0.2619,27.2684
TOI-672 b,TOI-672,Transit,2023,50.9,5.31,3.633581,699.5,3810.0,0.54,66.9071
TOI-1752 b,TOI-1752,Transit,2026,,1.693,0.9351861,1036.0,3762.0,0.524,103.021
TOI-1752 c,TOI-1752,Transit,2026,,2.29,32.71443,291.0,3762.0,0.524,103.021
TOI-5624 b,TOI-5624,Transit,2026,9.4,2.314,3.3903473,1136.0,5327.0,0.858,101.913
TOI-5624 c,TOI-5624,Transit,2026,4.8,2.474,7.885385,857.0,5327.0,0.858,101.913
TOI-5624 d,TOI-5624,Transit,2026,4.9,3.584,13.731468,712.6,5327.0,0.858,101.913
TOI-5624 e,TOI-5624,Transit,2026,8.9,3.247,21.489936,613.8,5327.0,0.858,101.913
TOI-5624 f,TOI-5624,Transit Timing Variations,2026,13.0,,45.37,478.5,5327.0,0.858,101.913
TIC 183374187 b,TIC 183374187,Transit,2026,177.98390792,14.03364384,5.05907,1379.0,5768.0,0.853,1208.75
TOI-4311 b,TOI-4311,Transit,2026,4.5,1.376,0.9902738,1664.0,5063.0,0.816,134.988
TOI-4311 c,TOI-4311,Transit,2026,13.58,2.47,15.070425,671.0,5063.0,0.816,134.988
GJ 229 A c,GJ 229,Radial Velocity,2020,8.58136699,,121.93268,,,0.509,5.75624
KELT-9 b,KELT-9,Transit,2017,915.3504,21.196219,1.4811235,4050.0,10170.0,2.52,204.455
KELT-20 b,KELT-20,Transit,2017,1074.90106,19.514869,3.4741085,2262.0,8720.0,1.76,136.426
K2-18 c,K2-18,Radial Velocity,2017,7.51,,8.962,363.0,3457.0,0.359,38.0266
GJ 3470 b,GJ 3470,Radial Velocity,2012,13.9,4.57,3.3366496,593.5,3600.0,0.539,29.4214
K2-232 b,K2-232,Transit,2018,126.49634,11.209,11.168454,1030.0,6154.0,1.188,130.72
HAT-P-30 b,HAT-P-30,Transit,2011,263.7989,16.14096,2.8106,,6304.0,1.55,213.985
HAT-P-14 b,HAT-P-14,Transit,2010,1093.3352,15.91678,4.62767,,6600.0,2.65,222.663
HAT-P-17 b,HAT-P-17,Transit,2012,184.3414,11.76945,10.33852,,5246.0,0.99,92.3831
HAT-P-26 b,HAT-P-26,Transit,2010,22.2481,7.06167,4.23452,,5079.0,1.12,141.837
TrES-4 b,TrES-4,Transit,2007,247.9074,18.04649,3.55395,,6200.0,1.08,515.98
HD 149026 b,HD 149026,Radial Velocity,2005,120.7754,8.29466,2.87589,,6179.0,1.42,75.8643
HD 189733 b,HD 189733,Radial Velocity,2005,359.1479,12.66617,2.21857567,,5052.0,0.79,19.7638
HD 209458 b,HD 209458,Radial Velocity,1999,232.0159,15.58051,3.52474859,,6091.0,1.23,48.3016
WASP-15 b,WASP-15,Transit,2009,171.6282,15.80469,3.7521,,6300.0,1.18,282.091
WASP-17 b,WASP-17,Transit,2009,247.9074,20.96083,3.73543,,6550.0,2.28,405.908
WASP-94 A b,WASP-94 A,Transit,2014,158.915,17.71022,3.95019,,6170.0,1.67,211.211
WASP-63 b,WASP-63,Transit,2012,117.5971,15.80469,4.37808,,5550.0,1.28,290.684
KELT-7 b,KELT-7,Transit,2015,441.7837,17.9344,2.73477,,6768.0,1.76,136.681
KELT-8 b,KELT-8,Transit,2015,209.7678,18.15858,3.24406,,5754.0,0.81,197.572
NGTS-2 b,NGTS-2,Transit,2018,235.1942,17.878355,4.511164,1468.0,6478.0,1.64,356.391
WASP-164 b,WASP-164,Transit,2018,676.9779,12.643752,1.7771255,1610.0,5806.0,0.946,327.506
K2-18 b,K2-18,Transit,2015,8.92,2.37,32.939623,284.0,3457.0,0.359,38.0266
WASP-166 b,WASP-166,Transit,2019,32.10083,7.06167,5.44354,1270.0,6050.0,1.19,114.173
HD 106315 b,HD 106315,Transit,2017,12.6,2.44,9.55237,1153.0,6327.0,1.091,109.353
HD 106315 c,HD 106315,Transit,2017,15.2,4.35,21.05704,886.0,6327.0,1.091,109.353
GJ 357 c,GJ 357,Radial Velocity,2019,3.4,,9.1247,401.2,3505.0,0.342,9.44181
GJ 357 d,GJ 357,Radial Velocity,2019,6.1,,55.661,219.6,3505.0,0.342,9.44181
HD 86226 c,HD 86226,Transit,2020,7.25,2.16,3.98442,1311.0,5863.0,1.019,45.683
55 Cnc e,55 Cnc,Radial Velocity,2004,7.99,1.875,0.7365474,,5172.0,0.905,12.5855
HAT-P-18 b,HAT-P-18,Transit,2010,62.61,11.153,5.508023,852.0,4803.0,0.77,161.4
WASP-139 b,WASP-139,Transit,2016,37.18611,8.9672,5.924262,910.0,5310.0,0.92,212.472
K2-287 b,K2-287,Transit,2018,100.11645,9.494023,14.893291,804.0,5695.0,1.056,158.335
GJ 3473 b,GJ 3473,Transit,2020,1.86,1.264,1.1980035,773.0,3347.0,0.36,27.3644
Kepler-12 b,Kepler-12,Transit,2011,137.30256,19.660586,4.4379629,1480.0,5947.0,1.166,881.386
TOI-1231 b,TOI-1231,Transit,2021,15.4,3.65,24.245586,329.6,3553.0,0.485,27.6227
LHS 1478 b,LHS 1478,Transit,2021,2.33,1.242,1.9495378,595.0,3381.0,0.236,18.2276
TOI-674 b,TOI-674,Transit,2021,23.6,5.25,1.977143,635.0,3514.0,0.42,46.0851
TOI-431 b,TOI-431,Transit,2021,3.07,1.28,0.490047,1862.0,4850.0,0.78,32.5686
TOI-431 c,TOI-431,Radial Velocity,2021,2.83,,4.8494,867.0,4850.0,0.78,32.5686
TOI-431 d,TOI-431,Transit,2021,9.9,3.29,12.46103,633.0,4850.0,0.78,32.5686
TRAPPIST-1 b,TRAPPIST-1,Transit,2016,1.374,1.116,1.510826,,2566.0,0.0898,
TRAPPIST-1 c,TRAPPIST-1,Transit,2016,1.308,1.097,2.421937,,2566.0,0.0898,
TRAPPIST-1 d,TRAPPIST-1,Transit,2016,0.388,0.788,4.049219,,2566.0,0.0898,
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,0.692,0.92,6.101013,,2566.0,0.0898,
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,1.039,1.045,9.20754,,2566.0,0.0898,
TRAPPIST-1 g,TRAPPIST-1,Transit,2017,1.321,1.129,12.352446,,2566.0,0.0898,
TRAPPIST-1 h,TRAPPIST-1,Transit,2017,0.326,0.755,18.772866,,2566.0,0.0898,
K2-34 b,K2-34,Transit,2016,,13.75,2.9956348,1687.0,6168.0,1.16,348.646
TOI-1442 b,TOI-1442,Transit,2022,,1.17,0.4090677,1072.0,3330.0,0.29,41.1659
TOI-2260 b,TOI-2260,Transit,2022,,1.62,0.3524728,2609.0,5534.0,0.99,101.251
TOI-2445 b,TOI-2445,Transit,2022,,1.25,0.3711281,1060.0,3333.0,0.25,48.582
TOI-2109 b,TOI-2109,Transit,2021,1595.49860314,15.098497,0.67247414,3646.0,6540.0,1.453,262.041
HATS-75 b,HATS-75,Transit,2021,156.05374784,9.90873894,2.7886556,772.3,3790.4,0.6017,194.964
LTT 1445 A c,LTT 1445 A,Transit,2022,1.54,1.147,3.1239035,508.0,3340.0,0.257,6.86929
WASP-18 b,WASP-18,Transit,2009,3241.8497514,13.89913607,0.94145223,2429.0,6432.0,1.294,123.483
WASP-19 b,WASP-19,Transit,2009,366.77398168,15.86070769,0.78883852,2113.0,5616.0,0.965,268.325
WASP-189 b,WASP-189,Transit,2020,632.47852993,18.14733975,2.724033,3353.0,8000.0,2.03,99.731
TOI-1670 b,TOI-1670,Transit,2022,41.31769291,2.06,10.98462,1062.0,6170.0,1.21,168.067
TOI-1670 c,TOI-1670,Transit,2022,200.23189641,11.06326395,40.74976,684.0,6170.0,1.21,168.067
K2-22 b,K2-22,Transit,2015,,2.3,0.381073,,3879.0,,243.836
TOI-500 b,TOI-500,Transit,2022,1.42,1.166,0.548177,1617.0,4440.0,0.74,47.3924
TOI-500 c,TOI-500,Radial Velocity,2022,5.03,,6.6356,,4440.0,0.74,47.3924
TOI-500 d,TOI-500,Radial Velocity,2022,33.12,,26.233,,4440.0,0.74,47.3924
TOI-500 e,TOI-500,Radial Velocity,2022,15.05,,61.3,,4440.0,0.74,47.3924
GJ 3929 b,GJ 3929,Transit,2022,1.75,1.09,2.616235,568.0,3384.0,0.313,15.8095
GJ 3929 c,GJ 3929,Radial Velocity,2022,5.71,,15.04,317.0,3384.0,0.313,15.8095
HD 260655 b,HD 260655,Transit,2022,2.14,1.24,2.76953,709.0,3803.0,0.439,10.0055
HD 260655 c,HD 260655,Transit,2022,3.09,1.533,5.70588,557.0,3803.0,0.439,10.0055
TOI-3714 b,TOI-3714,Transit,2022,222.4798849,11.32107051,2.154849,750.0,3660.0,0.53,112.71
Kepler-167 b,Kepler-167,Transit,2014,,1.718,4.3931539,918.0,4884.0,0.777,341.908
Kepler-167 c,Kepler-167,Transit,2014,,1.674,7.406106,771.0,4884.0,0.777,341.908
Kepler-167 d,Kepler-167,Transit,2016,,1.238,21.80379,538.0,4884.0,0.777,341.908
LP 791-18 b,LP 791-18,Transit,2019,,1.212,0.9479981,564.3,2960.0,0.139,26.4927
HD 207496 b,HD 207496,Transit,2023,6.1,2.25,6.441008,743.0,4819.0,0.8,23.606
TOI-1416 b,TOI-1416,Transit,2023,3.48,1.62,1.0697568,1517.0,4884.0,0.798,55.0135
TOI-4010 b,TOI-4010,Transit,2023,11.0,3.02,1.348335,1441.0,4960.0,0.88,177.504
TOI-4010 c,TOI-4010,Transit,2023,20.31,5.93,5.414654,907.0,4960.0,0.88,177.504
TOI-4010 d,TOI-4010,Transit,2023,38.15,6.18,14.70886,650.0,4960.0,0.88,177.504
TOI-4010 e,TOI-4010,Radial Velocity,2023,692.0,,762.0,174.0,4960.0,0.88,177.504
WASP-84 b,WASP-84,Transit,2014,220.0,10.72,8.52349648,732.0,,0.853,100.588
WASP-84 c,WASP-84,Transit,2023,15.2,1.95,1.4468849,1329.0,,0.853,100.588
TOI-3984 A b,TOI-3984 A,Transit,2023,44.0,7.9,4.353326,563.0,3476.0,0.49,108.883
TOI-5293 A b,TOI-5293 A,Transit,2023,170.4,11.9,2.930289,675.0,3586.0,0.54,162.229
GJ 367 c,GJ 367,Radial Velocity,2023,4.13,,11.5301,,3522.0,0.455,9.41263
GJ 367 d,GJ 367,Radial Velocity,2023,6.03,,34.369,,3522.0,0.455,9.41263
GJ 357 b,GJ 357,Transit,2019,,1.2,3.9306,518.0,3505.0,0.342,9.44181
TOI-199 b,TOI-199,Transit,2023,54.03082919,9.07927437,104.854,,5255.0,0.936,102.27
TOI-199 c,TOI-199,Transit Timing Variations,2023,88.99195396,,273.69,,5255.0,0.936,102.27
LHS 475 b,LHS 475,Transit,2023,,0.991,2.029088,586.0,3300.0,0.262,12.4814
TOI-1801 b,TOI-1801,Transit,2023,5.738,2.079,10.64387,493.7,3863.0,0.556,30.6796
TOI-1420 b,TOI-1420,Transit,2023,25.1,11.89,6.9561063,957.0,5510.0,0.987,201.918
TOI-2134 b,TOI-2134,Transit,2023,9.13,2.69,9.2292005,666.0,4580.0,0.744,22.6202
TOI-2134 c,TOI-2134,Transit,2023,41.89,7.27,95.5,306.0,4580.0,0.744,22.6202
HD 110067 b,HD 110067,Transit,2023,5.69,2.2,9.113678,800.0,5266.0,0.798,32.1585
HD 110067 c,HD 110067,Transit,2023,6.3,2.388,13.673694,699.0,5266.0,0.798,32.1585
HD 110067 d,HD 110067,Transit,2023,8.52,2.852,20.519617,602.0,5266.0,0.798,32.1585
HD 110067 e,HD 110067,Transit,2023,3.9,1.94,30.793091,533.0,5266.0,0.798,32.1585
HD 110067 f,HD 110067,Transit,2023,5.04,2.601,41.05854,489.0,5266.0,0.798,32.1585
HD 110067 g,HD 110067,Transit,2023,8.4,2.607,54.76992,440.0,5266.0,0.798,32.1585
AU Mic d,AU Mic,Transit Timing Variations,2023,1.053,,12.73596,,3678.0,0.51,9.7221
GJ 806 b,GJ 806,Transit,2023,1.9,1.331,0.9263237,940.0,3600.0,0.413,12.0445
GJ 806 c,GJ 806,Radial Velocity,2023,5.8,,6.64064,490.0,3600.0,0.413,12.0445
HAT-P-65 b,HAT-P-65,Transit,2016,176.07693748,18.05766791,2.60544751,1818.0,5872.0,1.297,738.519
GJ 9827 b,GJ 9827,Transit,2017,4.28,1.44,1.208974,1035.01,4236.0,0.62,29.661
GJ 9827 c,GJ 9827,Transit,2017,1.86,1.13,3.648103,715.94,4236.0,0.62,29.661
LTT 3780 b,LTT 3780,Transit,2020,2.46,1.325,0.76837931,903.0,3358.0,0.381,21.9814
LTT 3780 c,LTT 3780,Transit,2020,8.04,2.39,12.252284,359.0,3358.0,0.381,21.9814
LHS 1140 b,LHS 1140,Transit,2017,5.6,1.73,24.73723,226.0,3096.0,0.1844,14.9861
LHS 1140 c,LHS 1140,Transit,2018,1.91,1.272,3.77794,422.0,3096.0,0.1844,14.9861
GJ 1214 b,GJ 1214,Transit,2009,8.41,2.733,1.580404531,567.0,3101.0,0.182,14.6427
TOI-1136 b,TOI-1136,Transit,2022,3.5,,4.1727,1216.0,5770.0,1.022,84.5362
TOI-1136 c,TOI-1136,Transit,2022,6.32,,6.2574,1062.0,5770.0,1.022,84.5362
TOI-1136 d,TOI-1136,Transit,2022,8.35,,12.5199,843.0,5770.0,1.022,84.5362
TOI-1136 e,TOI-1136,Transit,2022,6.07,,18.801,737.0,5770.0,1.022,84.5362
TOI-1136 f,TOI-1136,Transit,2022,9.7,,26.321,658.0,5770.0,1.022,84.5362
TOI-1136 g,TOI-1136,Transit,2022,5.6,,39.545,574.0,5770.0,1.022,84.5362
TOI-1899 b,TOI-1899,Transit,2020,212.94503269,11.09689089,29.090312,378.0,3926.0,0.632,128.438
PH2 b,PH2,Transit,2013,87.08498352,9.33708092,282.52542,295.1,5734.0,0.966,343.863
WASP-147 b,WASP-147,Transit,2018,87.40325,12.498035,4.60273,1404.0,5702.0,1.044,436.098
Kepler-279 c,Kepler-279,Transit,2013,49.4,4.3,35.736,,,1.1,1037.4
TAP 26 b,TAP 26,Radial Velocity,2017,527.5978,,10.79,,4620.0,1.04,121.402
Kepler-1471 c,Kepler-1471,Transit,2023,,1.88,11.6044881,841.0,5533.0,0.934,978.678
Kepler-164 d,Kepler-164,Transit,2014,,2.45,28.986769,,5888.0,,890.758
Kepler-257 c,Kepler-257,Transit,2014,,5.41,6.581484,,5180.0,,780.256
K2-365 b,K2-365,Transit,2022,,2.906,23.448172,,5561.0,0.823,187.222
Kepler-1197 b,Kepler-1197,Transit,2016,,1.25,2.03231845,,4708.0,0.78,486.94
HAT-P-5 b,HAT-P-5,Transit,2007,311.4734,13.56289,2.78849,,5960.0,1.04,303.336
